Species	freq	node_id	parent_node_id	Gene symbol	Class	Subclass	n.node	n.node_child	sum	denominator
Corynebacterium amycolatum_A;Staphylococcus aureus	1	erm(X)	erm-23S_rRNA	erm(X)	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/LINCOMYCIN/STREPTOGRAMIN B/TYLOSIN	1	0	1	1
Corynebacterium amycolatum_A;Staphylococcus aureus	1	tet(33)	tet_A_B_C_D	tet(33)	TETRACYCLINE	TETRACYCLINE	1	0	1	1
Corynebacterium amycolatum_A;Staphylococcus aureus	1	tet(O)	tet(M-W-O-S)	tet(O)	TETRACYCLINE	TETRACYCLINE	1	0	1	1
Staphylococcus aureus;Staphylococcus saprophyticus	1	mepA	MATE_efflux	mepA	TETRACYCLINE	TIGECYCLINE	1	0	1	1
Staphylococcus simiae	1	mepA	MATE_efflux	mepA	TETRACYCLINE	TIGECYCLINE	1	0	1	1
Staphylococcus simiae_A	1	mepA	MATE_efflux	mepA	TETRACYCLINE	TIGECYCLINE	1	0	1	1
Staphylococcus aureus;Staphylococcus saprophyticus	1	dfrG	dfr_DGK	dfrG	TRIMETHOPRIM	TRIMETHOPRIM	1	0	1	1
Staphylococcus aureus;Staphylococcus saprophyticus	1	tet(38)	tet_MFS_efflux	tet(38)	TETRACYCLINE	TETRACYCLINE	1	0	1	1
Staphylococcus aureus;Staphylococcus saprophyticus	1	blaR1	blaR1_gen	blaR1	BETA-LACTAM	BETA-LACTAM	1	0	1	1
Staphylococcus aureus;Staphylococcus saprophyticus	1	fosB-Saur	fosB_gen	fosB	FOSFOMYCIN	FOSFOMYCIN	1	0	1	1
Staphylococcus aureus;Staphylococcus saprophyticus	1	blaZ	blaZ_gen	blaZ	BETA-LACTAM	BETA-LACTAM	1	0	1	1
Staphylococcus aureus;Staphylococcus saprophyticus	1	blaI_of_Z	blaI_gen	blaI	BETA-LACTAM	BETA-LACTAM	1	0	1	1
Staphylococcus cornubiensis	1	mecI_of_mecA	mecI	mecI	BETA-LACTAM	METHICILLIN	1	0	1	1
Staphylococcus aureus;Staphylococcus saprophyticus	1	mecA	mec_gen	mecA	BETA-LACTAM	METHICILLIN	1	0	1	1
Staphylococcus cornubiensis	1	mecA	mec_gen	mecA	BETA-LACTAM	METHICILLIN	1	0	1	1
Staphylococcus aureus;Staphylococcus saprophyticus	1	fusD	fusBCD_gen	fusD	FUSIDIC ACID	FUSIDIC ACID	1	0	1	1
Corynebacterium amycolatum_A;Staphylococcus aureus	1	cmx	cmx_cmrA	cmx	PHENICOL	CHLORAMPHENICOL	1	0	1	1
Staphylococcus aureus;Staphylococcus saprophyticus	1	mecR1	blaR1_gen	mecR1	BETA-LACTAM	METHICILLIN	1	0	1	1
Staphylococcus cornubiensis	1	mecR1	blaR1_gen	mecR1	BETA-LACTAM	METHICILLIN	1	0	1	1
Staphylococcus aureus;Staphylococcus saprophyticus	1	dfrS1	dfrC	dfrS1	TRIMETHOPRIM	TRIMETHOPRIM	1	0	1	1
Staphylococcus aureus;Staphylococcus saprophyticus	1	MATE_efflux	NA	NA	NA	NA	0	1	1	1
Staphylococcus simiae	1	MATE_efflux	NA	NA	NA	NA	0	1	1	1
Staphylococcus simiae_A	1	MATE_efflux	NA	NA	NA	NA	0	1	1	1
Staphylococcus aureus;Staphylococcus saprophyticus	1	blaI_gen	NA	NA	NA	NA	0	1	1	1
Staphylococcus cornubiensis	1	blaR1_gen	NA	NA	NA	NA	0	1	1	1
Staphylococcus aureus;Staphylococcus saprophyticus	1	blaZ_gen	NA	NA	NA	NA	0	1	1	1
Staphylococcus aureus;Staphylococcus saprophyticus	1	catA	NA	NA	NA	NA	0	1	1	1
Corynebacterium amycolatum_A;Staphylococcus aureus	1	cmx_cmrA	NA	NA	NA	NA	0	1	1	1
Staphylococcus aureus;Staphylococcus saprophyticus	1	dfrC	NA	NA	NA	NA	0	1	1	1
Staphylococcus aureus;Staphylococcus saprophyticus	1	dfr_DGK	NA	NA	NA	NA	0	1	1	1
Corynebacterium amycolatum_A;Staphylococcus aureus	1	erm-23S_rRNA	NA	NA	NA	NA	0	1	1	1
Staphylococcus aureus;Staphylococcus saprophyticus	1	fosB_gen	NA	NA	NA	NA	0	1	1	1
Staphylococcus aureus;Staphylococcus saprophyticus	1	fusBCD_gen	NA	NA	NA	NA	0	1	1	1
Staphylococcus cornubiensis	1	mecI	NA	NA	NA	NA	0	1	1	1
Staphylococcus aureus;Staphylococcus saprophyticus	1	mec_gen	NA	NA	NA	NA	0	1	1	1
Staphylococcus cornubiensis	1	mec_gen	NA	NA	NA	NA	0	1	1	1
Corynebacterium amycolatum_A;Staphylococcus aureus	1	tet(M-W-O-S)	NA	NA	NA	NA	0	1	1	1
Corynebacterium amycolatum_A;Staphylococcus aureus	1	tet_A_B_C_D	NA	NA	NA	NA	0	1	1	1
Staphylococcus aureus;Staphylococcus saprophyticus	1	tet_MFS_efflux	NA	NA	NA	NA	0	1	1	1
Stenotrophomonas maltophilia	1.970705725699068	MFS_efflux	NA	NA	NA	NA	0	1480	1480	751
Stenotrophomonas maltophilia	1.966711051930759	RND-OM	NA	NA	NA	NA	0	1477	1477	751
Stenotrophomonas maltophilia	0.9880159786950732	aph(6)-I	NA	NA	NA	NA	0	742	742	751
Stenotrophomonas maltophilia	0.985352862849534	aph(3')-IIc	aph(3')-II	aph(3')-IIc	AMINOGLYCOSIDE	KANAMYCIN	740	0	740	751
Stenotrophomonas maltophilia	0.985352862849534	emrA-sm	MFS_efflux	emrA	EFFLUX	EFFLUX	740	0	740	751
Stenotrophomonas maltophilia	0.985352862849534	emrB-sm	MFS_efflux	emrB	EFFLUX	EFFLUX	740	0	740	751
Stenotrophomonas maltophilia	0.985352862849534	smeF	RND-OM	smeF	QUINOLONE	QUINOLONE	740	0	740	751
Stenotrophomonas maltophilia	0.985352862849534	aph(3')-II	NA	NA	NA	NA	0	740	740	751
Stenotrophomonas maltophilia	0.9813581890812252	emrC	RND-OM	emrC	EFFLUX	EFFLUX	737	0	737	751
Stenotrophomonas maltophilia	0.977363515312916	blaL1	bla-B3	blaL1	BETA-LACTAM	CARBAPENEM	734	0	734	751
Stenotrophomonas maltophilia	0.977363515312916	bla-B3	NA	NA	NA	NA	0	734	734	751
Stenotrophomonas maltophilia	0.9693741677762984	aph(6)-Smalt	aph(6)-I	aph(6)	AMINOGLYCOSIDE	AMINOGLYCOSIDE	728	0	728	751
Stenotrophomonas maltophilia_F	1.901639344262295	MFS_efflux	NA	NA	NA	NA	0	464	464	244
Stenotrophomonas maltophilia_F	1.901639344262295	RND-OM	NA	NA	NA	NA	0	464	464	244
Stenotrophomonas maltophilia_A	1.96875	MFS_efflux	NA	NA	NA	NA	0	252	252	128
Stenotrophomonas maltophilia_A	1.96875	RND-OM	NA	NA	NA	NA	0	252	252	128
Stenotrophomonas sepilia	2	MFS_efflux	NA	NA	NA	NA	0	236	236	118
Stenotrophomonas sepilia	2	RND-OM	NA	NA	NA	NA	0	236	236	118
Stenotrophomonas maltophilia_F	0.9508196721311476	emrA-sm	MFS_efflux	emrA	EFFLUX	EFFLUX	232	0	232	244
Stenotrophomonas maltophilia_F	0.9508196721311476	emrB-sm	MFS_efflux	emrB	EFFLUX	EFFLUX	232	0	232	244
Stenotrophomonas maltophilia_F	0.9508196721311476	emrC	RND-OM	emrC	EFFLUX	EFFLUX	232	0	232	244
Stenotrophomonas maltophilia_F	0.9508196721311476	smeF	RND-OM	smeF	QUINOLONE	QUINOLONE	232	0	232	244
Stenotrophomonas maltophilia_F	0.9508196721311476	blaL1	bla-B3	blaL1	BETA-LACTAM	CARBAPENEM	232	0	232	244
Stenotrophomonas maltophilia_F	0.9508196721311476	bla-B3	NA	NA	NA	NA	0	232	232	244
Stenotrophomonas maltophilia_F	0.9426229508196722	aph(3')-IIc	aph(3')-II	aph(3')-IIc	AMINOGLYCOSIDE	KANAMYCIN	230	0	230	244
Stenotrophomonas maltophilia_F	0.9426229508196722	aph(3')-II	NA	NA	NA	NA	0	230	230	244
Stenotrophomonas maltophilia_F	0.9098360655737704	aph(6)-Smalt	aph(6)-I	aph(6)	AMINOGLYCOSIDE	AMINOGLYCOSIDE	222	0	222	244
Stenotrophomonas maltophilia_F	0.9098360655737704	aph(6)-I	NA	NA	NA	NA	0	222	222	244
Stenotrophomonas maltophilia_AM	2	MFS_efflux	NA	NA	NA	NA	0	220	220	110
Stenotrophomonas maltophilia_AM	2	RND-OM	NA	NA	NA	NA	0	220	220	110
Stenotrophomonas geniculata	2	MFS_efflux	NA	NA	NA	NA	0	198	198	99
Stenotrophomonas geniculata	2	RND-OM	NA	NA	NA	NA	0	198	198	99
Stenotrophomonas pavanii	1.9878048780487805	MFS_efflux	NA	NA	NA	NA	0	163	163	82
Stenotrophomonas pavanii	1.9634146341463417	RND-OM	NA	NA	NA	NA	0	161	161	82
Stenotrophomonas maltophilia_AJ	2	MFS_efflux	NA	NA	NA	NA	0	134	134	67
Stenotrophomonas maltophilia_AJ	2	RND-OM	NA	NA	NA	NA	0	134	134	67
Stenotrophomonas maltophilia_A	0.984375	aph(3')-IIc	aph(3')-II	aph(3')-IIc	AMINOGLYCOSIDE	KANAMYCIN	126	0	126	128
Stenotrophomonas maltophilia_A	0.984375	emrA-sm	MFS_efflux	emrA	EFFLUX	EFFLUX	126	0	126	128
Stenotrophomonas maltophilia_A	0.984375	emrB-sm	MFS_efflux	emrB	EFFLUX	EFFLUX	126	0	126	128
Stenotrophomonas maltophilia_A	0.984375	emrC	RND-OM	emrC	EFFLUX	EFFLUX	126	0	126	128
Stenotrophomonas maltophilia_A	0.984375	smeF	RND-OM	smeF	QUINOLONE	QUINOLONE	126	0	126	128
Stenotrophomonas maltophilia_A	0.984375	aph(3')-II	NA	NA	NA	NA	0	126	126	128
Stenotrophomonas sepilia	1	emrA-sm	MFS_efflux	emrA	EFFLUX	EFFLUX	118	0	118	118
Stenotrophomonas sepilia	1	emrB-sm	MFS_efflux	emrB	EFFLUX	EFFLUX	118	0	118	118
Stenotrophomonas sepilia	1	emrC	RND-OM	emrC	EFFLUX	EFFLUX	118	0	118	118
Stenotrophomonas sepilia	1	smeF	RND-OM	smeF	QUINOLONE	QUINOLONE	118	0	118	118
Stenotrophomonas sepilia	1	blaL1	bla-B3	blaL1	BETA-LACTAM	CARBAPENEM	118	0	118	118
Stenotrophomonas sepilia	1	bla-B3	NA	NA	NA	NA	0	118	118	118
Stenotrophomonas indicatrix	2	MFS_efflux	NA	NA	NA	NA	0	116	116	58
Stenotrophomonas indicatrix	2	RND-OM	NA	NA	NA	NA	0	116	116	58
Stenotrophomonas maltophilia_AM	1	aph(3')-IIc	aph(3')-II	aph(3')-IIc	AMINOGLYCOSIDE	KANAMYCIN	110	0	110	110
Stenotrophomonas maltophilia_AM	1	emrA-sm	MFS_efflux	emrA	EFFLUX	EFFLUX	110	0	110	110
Stenotrophomonas maltophilia_AM	1	emrB-sm	MFS_efflux	emrB	EFFLUX	EFFLUX	110	0	110	110
Stenotrophomonas maltophilia_AM	1	emrC	RND-OM	emrC	EFFLUX	EFFLUX	110	0	110	110
Stenotrophomonas maltophilia_AM	1	smeF	RND-OM	smeF	QUINOLONE	QUINOLONE	110	0	110	110
Stenotrophomonas maltophilia_AM	1	blaL1	bla-B3	blaL1	BETA-LACTAM	CARBAPENEM	110	0	110	110
Stenotrophomonas maltophilia_AM	1	aph(6)-Smalt	aph(6)-I	aph(6)	AMINOGLYCOSIDE	AMINOGLYCOSIDE	110	0	110	110
Stenotrophomonas maltophilia_AM	1	aph(3')-II	NA	NA	NA	NA	0	110	110	110
Stenotrophomonas maltophilia_AM	1	aph(6)-I	NA	NA	NA	NA	0	110	110	110
Stenotrophomonas maltophilia_AM	1	bla-B3	NA	NA	NA	NA	0	110	110	110
Stenotrophomonas maltophilia_Q	1.9615384615384617	MFS_efflux	NA	NA	NA	NA	0	102	102	52
Stenotrophomonas maltophilia_Q	1.9615384615384617	RND-OM	NA	NA	NA	NA	0	102	102	52
Stenotrophomonas geniculata	1	emrA-sm	MFS_efflux	emrA	EFFLUX	EFFLUX	99	0	99	99
Stenotrophomonas geniculata	1	emrB-sm	MFS_efflux	emrB	EFFLUX	EFFLUX	99	0	99	99
Stenotrophomonas geniculata	1	emrC	RND-OM	emrC	EFFLUX	EFFLUX	99	0	99	99
Stenotrophomonas geniculata	1	smeF	RND-OM	smeF	QUINOLONE	QUINOLONE	99	0	99	99
Stenotrophomonas geniculata	1	blaL1	bla-B3	blaL1	BETA-LACTAM	CARBAPENEM	99	0	99	99
Stenotrophomonas geniculata	1	bla-B3	NA	NA	NA	NA	0	99	99	99
Stenotrophomonas geniculata	0.98989898989899	aph(3')-IIc	aph(3')-II	aph(3')-IIc	AMINOGLYCOSIDE	KANAMYCIN	98	0	98	99
Stenotrophomonas geniculata	0.98989898989899	aph(3')-II	NA	NA	NA	NA	0	98	98	99
Stenotrophomonas geniculata	0.9494949494949496	aph(6)-Smalt	aph(6)-I	aph(6)	AMINOGLYCOSIDE	AMINOGLYCOSIDE	94	0	94	99
Stenotrophomonas geniculata	0.9494949494949496	aph(6)-I	NA	NA	NA	NA	0	94	94	99
Stenotrophomonas pavanii	1	blaL2	bla-A	blaL2	BETA-LACTAM	CEPHALOSPORIN	82	0	82	82
Stenotrophomonas pavanii	1	emrB-sm	MFS_efflux	emrB	EFFLUX	EFFLUX	82	0	82	82
Stenotrophomonas pavanii	1	blaL1	bla-B3	blaL1	BETA-LACTAM	CARBAPENEM	82	0	82	82
Stenotrophomonas pavanii	1	bla-A	NA	NA	NA	NA	0	82	82	82
Stenotrophomonas pavanii	1	bla-B3	NA	NA	NA	NA	0	82	82	82
Stenotrophomonas pavanii	0.9878048780487804	emrA-sm	MFS_efflux	emrA	EFFLUX	EFFLUX	81	0	81	82
Stenotrophomonas pavanii	0.9878048780487804	emrC	RND-OM	emrC	EFFLUX	EFFLUX	81	0	81	82
Stenotrophomonas pavanii	0.9878048780487804	aac(6')-Iak	aac(6')_Steno	aac(6')-Iak	AMINOGLYCOSIDE	AMINOGLYCOSIDE	81	0	81	82
Stenotrophomonas pavanii	0.9878048780487804	aac(6')_Steno	NA	NA	NA	NA	0	81	81	82
Stenotrophomonas pavanii	0.975609756097561	smeF	RND-OM	smeF	QUINOLONE	QUINOLONE	80	0	80	82
Stenotrophomonas pavanii	0.951219512195122	aph(6)-I	NA	NA	NA	NA	0	78	78	82
Stenotrophomonas pavanii	0.9390243902439024	aph(6)-Smalt	aph(6)-I	aph(6)	AMINOGLYCOSIDE	AMINOGLYCOSIDE	77	0	77	82
Stenotrophomonas maltophilia_AL	2	MFS_efflux	NA	NA	NA	NA	0	74	74	37
Stenotrophomonas maltophilia_P	2	MFS_efflux	NA	NA	NA	NA	0	74	74	37
Stenotrophomonas maltophilia_AL	2	RND-OM	NA	NA	NA	NA	0	74	74	37
Stenotrophomonas maltophilia_P	2	RND-OM	NA	NA	NA	NA	0	74	74	37
Stenotrophomonas maltophilia_AJ	1	emrA-sm	MFS_efflux	emrA	EFFLUX	EFFLUX	67	0	67	67
Stenotrophomonas maltophilia_AJ	1	emrB-sm	MFS_efflux	emrB	EFFLUX	EFFLUX	67	0	67	67
Stenotrophomonas maltophilia_AJ	1	emrC	RND-OM	emrC	EFFLUX	EFFLUX	67	0	67	67
Stenotrophomonas maltophilia_AJ	1	smeF	RND-OM	smeF	QUINOLONE	QUINOLONE	67	0	67	67
Stenotrophomonas sp003028475	2	MFS_efflux	NA	NA	NA	NA	0	66	66	33
Stenotrophomonas sp003028475	2	RND-OM	NA	NA	NA	NA	0	66	66	33
Stenotrophomonas hibiscicola	1.967741935483871	MFS_efflux	NA	NA	NA	NA	0	61	61	31
Stenotrophomonas hibiscicola	1.935483870967742	RND-OM	NA	NA	NA	NA	0	60	60	31
Stenotrophomonas indicatrix	1	emrA-sm	MFS_efflux	emrA	EFFLUX	EFFLUX	58	0	58	58
Stenotrophomonas indicatrix	1	emrB-sm	MFS_efflux	emrB	EFFLUX	EFFLUX	58	0	58	58
Stenotrophomonas indicatrix	1	emrC	RND-OM	emrC	EFFLUX	EFFLUX	58	0	58	58
Stenotrophomonas indicatrix	1	smeF	RND-OM	smeF	QUINOLONE	QUINOLONE	58	0	58	58
Stenotrophomonas lactitubi	1.9259259259259256	MFS_efflux	NA	NA	NA	NA	0	52	52	27
Stenotrophomonas maltophilia_Q	0.9807692307692308	emrA-sm	MFS_efflux	emrA	EFFLUX	EFFLUX	51	0	51	52
Stenotrophomonas maltophilia_Q	0.9807692307692308	emrB-sm	MFS_efflux	emrB	EFFLUX	EFFLUX	51	0	51	52
Stenotrophomonas maltophilia_Q	0.9807692307692308	emrC	RND-OM	emrC	EFFLUX	EFFLUX	51	0	51	52
Stenotrophomonas maltophilia_Q	0.9807692307692308	smeF	RND-OM	smeF	QUINOLONE	QUINOLONE	51	0	51	52
Stenotrophomonas lactitubi	1.8888888888888888	RND-OM	NA	NA	NA	NA	0	51	51	27
Stenotrophomonas maltophilia_Q	0.9615384615384616	blaL1	bla-B3	blaL1	BETA-LACTAM	CARBAPENEM	50	0	50	52
Stenotrophomonas maltophilia_Q	0.9615384615384616	bla-B3	NA	NA	NA	NA	0	50	50	52
Stenotrophomonas sp002192255	2	MFS_efflux	NA	NA	NA	NA	0	48	48	24
Stenotrophomonas sp002192255	2	RND-OM	NA	NA	NA	NA	0	48	48	24
Stenotrophomonas maltophilia_G	2	MFS_efflux	NA	NA	NA	NA	0	42	42	21
Stenotrophomonas maltophilia_L	2	MFS_efflux	NA	NA	NA	NA	0	42	42	21
Stenotrophomonas maltophilia_G	2	RND-OM	NA	NA	NA	NA	0	42	42	21
Stenotrophomonas maltophilia_L	2	RND-OM	NA	NA	NA	NA	0	42	42	21
Stenotrophomonas maltophilia_AL	1	aph(3')-IIc	aph(3')-II	aph(3')-IIc	AMINOGLYCOSIDE	KANAMYCIN	37	0	37	37
Stenotrophomonas maltophilia_AL	1	emrA-sm	MFS_efflux	emrA	EFFLUX	EFFLUX	37	0	37	37
Stenotrophomonas maltophilia_P	1	emrA-sm	MFS_efflux	emrA	EFFLUX	EFFLUX	37	0	37	37
Stenotrophomonas maltophilia_AL	1	emrB-sm	MFS_efflux	emrB	EFFLUX	EFFLUX	37	0	37	37
Stenotrophomonas maltophilia_P	1	emrB-sm	MFS_efflux	emrB	EFFLUX	EFFLUX	37	0	37	37
Stenotrophomonas maltophilia_AL	1	emrC	RND-OM	emrC	EFFLUX	EFFLUX	37	0	37	37
Stenotrophomonas maltophilia_P	1	emrC	RND-OM	emrC	EFFLUX	EFFLUX	37	0	37	37
Stenotrophomonas maltophilia_AL	1	smeF	RND-OM	smeF	QUINOLONE	QUINOLONE	37	0	37	37
Stenotrophomonas maltophilia_P	1	smeF	RND-OM	smeF	QUINOLONE	QUINOLONE	37	0	37	37
Stenotrophomonas maltophilia_P	1	aac(6')_Steno	aac(6')_E	aac(6')	AMINOGLYCOSIDE	AMINOGLYCOSIDE	35	2	37	37
Stenotrophomonas maltophilia_AL	1	aph(3')-II	NA	NA	NA	NA	0	37	37	37
Stenotrophomonas maltophilia_AL	0.972972972972973	blaL1	bla-B3	blaL1	BETA-LACTAM	CARBAPENEM	36	0	36	37
Stenotrophomonas maltophilia_AL	0.972972972972973	bla-B3	NA	NA	NA	NA	0	36	36	37
Stenotrophomonas maltophilia_AL	0.945945945945946	aac(6')_Steno	aac(6')_E	aac(6')	AMINOGLYCOSIDE	AMINOGLYCOSIDE	35	0	35	37
Stenotrophomonas maltophilia_AL	0.945945945945946	aac(6')_E	NA	NA	NA	NA	0	35	35	37
Stenotrophomonas maltophilia_P	0.945945945945946	aac(6')_E	NA	NA	NA	NA	0	35	35	37
Stenotrophomonas sp003028475	1	emrA-sm	MFS_efflux	emrA	EFFLUX	EFFLUX	33	0	33	33
Stenotrophomonas sp003028475	1	emrB-sm	MFS_efflux	emrB	EFFLUX	EFFLUX	33	0	33	33
Stenotrophomonas sp003028475	1	emrC	RND-OM	emrC	EFFLUX	EFFLUX	33	0	33	33
Stenotrophomonas sp003028475	1	smeF	RND-OM	smeF	QUINOLONE	QUINOLONE	33	0	33	33
Stenotrophomonas hibiscicola	1	aph(3')-IIc	aph(3')-II	aph(3')-IIc	AMINOGLYCOSIDE	KANAMYCIN	31	0	31	31
Stenotrophomonas hibiscicola	1	emrB-sm	MFS_efflux	emrB	EFFLUX	EFFLUX	31	0	31	31
Stenotrophomonas hibiscicola	1	blaL1	bla-B3	blaL1	BETA-LACTAM	CARBAPENEM	31	0	31	31
Stenotrophomonas hibiscicola	1	aph(3')-II	NA	NA	NA	NA	0	31	31	31
Stenotrophomonas hibiscicola	1	bla-B3	NA	NA	NA	NA	0	31	31	31
Stenotrophomonas hibiscicola	0.967741935483871	emrA-sm	MFS_efflux	emrA	EFFLUX	EFFLUX	30	0	30	31
Stenotrophomonas hibiscicola	0.967741935483871	emrC	RND-OM	emrC	EFFLUX	EFFLUX	30	0	30	31
Stenotrophomonas hibiscicola	0.967741935483871	smeF	RND-OM	smeF	QUINOLONE	QUINOLONE	30	0	30	31
Stenotrophomonas maltophilia_O	2	MFS_efflux	NA	NA	NA	NA	0	28	28	14
Stenotrophomonas maltophilia_O	2	RND-OM	NA	NA	NA	NA	0	28	28	14
Stenotrophomonas lactitubi	0.9629629629629628	emrA-sm	MFS_efflux	emrA	EFFLUX	EFFLUX	26	0	26	27
Stenotrophomonas lactitubi	0.9629629629629628	emrB-sm	MFS_efflux	emrB	EFFLUX	EFFLUX	26	0	26	27
Stenotrophomonas lactitubi	0.9629629629629628	smeF	RND-OM	smeF	QUINOLONE	QUINOLONE	26	0	26	27
Stenotrophomonas hibiscicola	0.8387096774193549	aph(6)-Smalt	aph(6)-I	aph(6)	AMINOGLYCOSIDE	AMINOGLYCOSIDE	26	0	26	31
Stenotrophomonas hibiscicola	0.8387096774193549	aph(6)-I	NA	NA	NA	NA	0	26	26	31
Stenotrophomonas lactitubi	0.925925925925926	emrC	RND-OM	emrC	EFFLUX	EFFLUX	25	0	25	27
Stenotrophomonas sp002192255	1	blaL2	bla-A	blaL2	BETA-LACTAM	CEPHALOSPORIN	24	0	24	24
Stenotrophomonas sp002192255	1	emrA-sm	MFS_efflux	emrA	EFFLUX	EFFLUX	24	0	24	24
Stenotrophomonas sp002192255	1	emrB-sm	MFS_efflux	emrB	EFFLUX	EFFLUX	24	0	24	24
Stenotrophomonas sp002192255	1	emrC	RND-OM	emrC	EFFLUX	EFFLUX	24	0	24	24
Stenotrophomonas sp002192255	1	smeF	RND-OM	smeF	QUINOLONE	QUINOLONE	24	0	24	24
Stenotrophomonas sp002192255	1	aph(6)-Smalt	aph(6)-I	aph(6)	AMINOGLYCOSIDE	AMINOGLYCOSIDE	24	0	24	24
Stenotrophomonas maltophilia_AQ	2	MFS_efflux	NA	NA	NA	NA	0	24	24	12
Stenotrophomonas maltophilia_S	2	MFS_efflux	NA	NA	NA	NA	0	24	24	12
Stenotrophomonas maltophilia_AQ	2	RND-OM	NA	NA	NA	NA	0	24	24	12
Stenotrophomonas maltophilia_S	2	RND-OM	NA	NA	NA	NA	0	24	24	12
Stenotrophomonas sp002192255	1	aph(6)-I	NA	NA	NA	NA	0	24	24	24
Stenotrophomonas sp002192255	1	bla-A	NA	NA	NA	NA	0	24	24	24
Stenotrophomonas maltophilia_G	1	aph(3')-IIc	aph(3')-II	aph(3')-IIc	AMINOGLYCOSIDE	KANAMYCIN	21	0	21	21
Stenotrophomonas maltophilia_G	1	emrA-sm	MFS_efflux	emrA	EFFLUX	EFFLUX	21	0	21	21
Stenotrophomonas maltophilia_L	1	emrA-sm	MFS_efflux	emrA	EFFLUX	EFFLUX	21	0	21	21
Stenotrophomonas maltophilia_G	1	emrB-sm	MFS_efflux	emrB	EFFLUX	EFFLUX	21	0	21	21
Stenotrophomonas maltophilia_L	1	emrB-sm	MFS_efflux	emrB	EFFLUX	EFFLUX	21	0	21	21
Stenotrophomonas maltophilia_G	1	emrC	RND-OM	emrC	EFFLUX	EFFLUX	21	0	21	21
Stenotrophomonas maltophilia_L	1	emrC	RND-OM	emrC	EFFLUX	EFFLUX	21	0	21	21
Stenotrophomonas maltophilia_G	1	smeF	RND-OM	smeF	QUINOLONE	QUINOLONE	21	0	21	21
Stenotrophomonas maltophilia_L	1	smeF	RND-OM	smeF	QUINOLONE	QUINOLONE	21	0	21	21
Stenotrophomonas maltophilia_G	1	aph(3')-II	NA	NA	NA	NA	0	21	21	21
Stenotrophomonas maltophilia_G	0.9523809523809524	blaL1	bla-B3	blaL1	BETA-LACTAM	CARBAPENEM	20	0	20	21
Stenotrophomonas sp002192255	0.8333333333333334	aac(6')_Steno	aac(6')_E	aac(6')	AMINOGLYCOSIDE	AMINOGLYCOSIDE	20	0	20	24
Stenotrophomonas sp002192255	0.8333333333333334	aac(6')_E	NA	NA	NA	NA	0	20	20	24
Stenotrophomonas maltophilia_G	0.9523809523809524	bla-B3	NA	NA	NA	NA	0	20	20	21
Stenotrophomonas maltophilia_G	0.9047619047619048	aph(6)-Smalt	aph(6)-I	aph(6)	AMINOGLYCOSIDE	AMINOGLYCOSIDE	19	0	19	21
Stenotrophomonas maltophilia_G	0.9047619047619048	aph(6)-I	NA	NA	NA	NA	0	19	19	21
Stenotrophomonas maltophilia_L	0.8571428571428571	blaL1	bla-B3	blaL1	BETA-LACTAM	CARBAPENEM	18	0	18	21
Stenotrophomonas maltophilia_L	0.8571428571428571	bla-B3	NA	NA	NA	NA	0	18	18	21
Stenotrophomonas maltophilia_G	0.8095238095238095	blaL2	bla-A	blaL2	BETA-LACTAM	CEPHALOSPORIN	17	0	17	21
Stenotrophomonas maltophilia_G	0.8095238095238095	bla-A	NA	NA	NA	NA	0	17	17	21
Stenotrophomonas maltophilia_O	1	aph(3')-IIc	aph(3')-II	aph(3')-IIc	AMINOGLYCOSIDE	KANAMYCIN	14	0	14	14
Stenotrophomonas maltophilia_O	1	emrA-sm	MFS_efflux	emrA	EFFLUX	EFFLUX	14	0	14	14
Stenotrophomonas maltophilia_O	1	emrB-sm	MFS_efflux	emrB	EFFLUX	EFFLUX	14	0	14	14
Stenotrophomonas maltophilia_O	1	emrC	RND-OM	emrC	EFFLUX	EFFLUX	14	0	14	14
Stenotrophomonas maltophilia_O	1	smeF	RND-OM	smeF	QUINOLONE	QUINOLONE	14	0	14	14
Stenotrophomonas maltophilia_O	1	blaL1	bla-B3	blaL1	BETA-LACTAM	CARBAPENEM	14	0	14	14
Stenotrophomonas maltophilia_O	1	aph(6)-Smalt	aph(6)-I	aph(6)	AMINOGLYCOSIDE	AMINOGLYCOSIDE	14	0	14	14
Stenotrophomonas maltophilia_O	1	aph(3')-II	NA	NA	NA	NA	0	14	14	14
Stenotrophomonas maltophilia_O	1	aph(6)-I	NA	NA	NA	NA	0	14	14	14
Stenotrophomonas maltophilia_O	1	bla-B3	NA	NA	NA	NA	0	14	14	14
Stenotrophomonas maltophilia_AQ	1	emrA-sm	MFS_efflux	emrA	EFFLUX	EFFLUX	12	0	12	12
Stenotrophomonas maltophilia_S	1	emrA-sm	MFS_efflux	emrA	EFFLUX	EFFLUX	12	0	12	12
Stenotrophomonas maltophilia_AQ	1	emrB-sm	MFS_efflux	emrB	EFFLUX	EFFLUX	12	0	12	12
Stenotrophomonas maltophilia_S	1	emrB-sm	MFS_efflux	emrB	EFFLUX	EFFLUX	12	0	12	12
Stenotrophomonas maltophilia_AQ	1	emrC	RND-OM	emrC	EFFLUX	EFFLUX	12	0	12	12
Stenotrophomonas maltophilia_S	1	emrC	RND-OM	emrC	EFFLUX	EFFLUX	12	0	12	12
