#BioSample	Organism group	Scientific name	Isolation type	Location	Isolation source	Isolate	Antibiotic	Resistance phenotype	Measurement sign	MIC (mg/L)	Disk diffusion (mm)	Laboratory typing platform	Vendor	Laboratory typing method version or reagent	Testing standard	Create date
SAMN39956399	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT002080326.1	levofloxacin	resistant	==	4.0		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-15T22:08:09Z
SAMN39896512	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002081357.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-02-15T00:10:28Z
SAMN38637648	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002082296.2	rifampin	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-05-17T15:42:00Z
SAMN39942299	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002082727.2	rifampin	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-07-29T16:05:43Z
SAMN39958769	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002088940.2	rifampin	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-05-17T16:13:24Z
SAMN39958768	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002088941.2	rifampin	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-05-17T15:57:44Z
SAMN39933412	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002096925.1	rifampin	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-03-02T23:15:39Z
SAMN38637656	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002096926.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-03-02T23:15:45Z
SAMN38637651	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002096927.2	linezolid	susceptible	==	2.0		Phoenix	Becton Dickinson		CLSI	2024-06-03T17:15:07Z
SAMN38637672	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002103395.2	trimethoprim-sulfamethoxazole	susceptible	==	1.0			Biomérieux	E-Test	CLSI	2024-06-03T16:12:03Z
SAMN38637668	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002103396.2	rifampin	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-06-03T16:59:23Z
SAMN38637661	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002103397.1	rifampin	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-03-06T23:18:26Z
SAMN38637630	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002103398.2	rifampin	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-05-17T15:26:19Z
SAMN38637654	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002103399.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-06-03T14:05:26Z
SAMN38637670	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002103400.2	rifampin	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-06-03T14:21:14Z
SAMN38637657	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002109431.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-03-10T12:38:28Z
SAMN38637677	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002109433.2	rifampin	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-06-12T13:56:30Z
SAMN38637675	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002109434.1	rifampin	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-03-10T12:49:04Z
SAMN38637674	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002109435.2	rifampin	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-03-20T04:16:41Z
SAMN38637665	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002109436.2	rifampin	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-06-03T18:49:22Z
SAMN38637673	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002109437.2	rifampin	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-06-03T17:30:48Z
SAMN38637658	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002109438.2	rifampin	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-03-20T04:19:51Z
SAMN38637696	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002111637.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-06-12T14:12:11Z
SAMN38637684	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002112769.1	rifampin	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-03-14T00:37:41Z
SAMN38637683	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002115216.2	rifampin	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-05-17T13:05:42Z
SAMN38637676	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002115217.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-06-25T16:47:28Z
SAMN38637680	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002115218.2	rifampin	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-06-25T08:05:46Z
SAMN38637695	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002115219.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-06-12T14:27:56Z
SAMN38637669	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002115220.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-06-03T15:24:20Z
SAMN38637671	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002115221.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-06-03T16:43:37Z
SAMN39933407	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002115222.2	rifampin	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-07-10T09:38:31Z
SAMN39933409	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002115223.1	rifampin	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-03-16T23:28:07Z
SAMN39933410	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002115224.2	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-08-02T09:53:28Z
SAMN39933408	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002115225.1	oxacillin	resistant	>	2.0		Phoenix	Becton Dickinson		CLSI	2024-03-16T23:28:17Z
SAMN38637659	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002115226.2	rifampin	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-06-03T16:27:54Z
SAMN39933411	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002115227.1	rifampin	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-03-16T23:29:30Z
SAMN38637718	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002115866.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-03-17T15:04:34Z
SAMN38637689	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002115867.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-03-17T16:22:20Z
SAMN38637728	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002117604.1	rifampin	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-03-18T10:46:00Z
SAMN38637690	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002117605.1	rifampin	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-03-18T11:01:34Z
SAMN38637685	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002117606.1	rifampin	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-03-18T11:17:09Z
SAMN38637687	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002117607.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-03-18T11:32:46Z
SAMN38637691	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002117608.1	oxacillin	resistant	>	2.0		Phoenix	Becton Dickinson		CLSI	2024-03-18T11:48:19Z
SAMN38637693	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002117609.1	rifampin	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-03-18T12:03:56Z
SAMN38637694	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002117610.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-03-18T12:19:30Z
SAMN38637711	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002117611.1	vancomycin	susceptible	==	1.0		Phoenix	Becton Dickinson		CLSI	2024-03-18T12:35:29Z
SAMN38637715	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002117612.1	rifampin	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-03-18T12:51:05Z
SAMN38637727	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002118702.1	rifampin	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-03-19T13:11:31Z
SAMN38637719	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002118703.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-03-19T13:27:02Z
SAMN38637709	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002121352.1	rifampin	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-03-20T11:56:06Z
SAMN38637729	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002122858.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-03-24T09:42:01Z
SAMN38637736	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002122859.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-03-24T10:31:02Z
SAMN38637734	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002122860.1	rifampin	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-03-24T12:20:21Z
SAMN38637735	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002122861.1	rifampin	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-03-24T12:36:02Z
SAMN38637664	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002127339.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-03-29T01:23:13Z
SAMN38637688	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002129037.1	rifampin	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-03-31T06:07:01Z
SAMN38637666	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002129039.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-03-31T06:22:39Z
SAMN38637701	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002130908.1	rifampin	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-04-02T23:48:29Z
SAMN38637700	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002130909.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-04-03T00:04:56Z
SAMN38637702	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002131979.1	oxacillin	resistant	>	2.0		Phoenix	Becton Dickinson		CLSI	2024-04-03T08:07:56Z
SAMN38637703	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002131980.1	rifampin	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-04-03T10:47:20Z
SAMN38637783	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002131981.1	rifampin	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-04-03T11:03:46Z
SAMN38637793	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002135206.1	rifampin	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-04-08T15:25:17Z
SAMN38637794	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002135207.1	rifampin	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-04-08T15:41:03Z
SAMN40930677	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT002136291.1	levofloxacin	susceptible	<=	0.12		Vitek	Biomérieux	96-Well Plate	CLSI	2024-04-11T13:50:19Z
SAMN40930676	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT002136292.1	levofloxacin	susceptible	<=	0.12		Vitek	Biomérieux	96-Well Plate	CLSI	2024-04-11T13:50:20Z
SAMN40930655	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT002136315.1	levofloxacin	susceptible	<=	0.12		Vitek	Biomérieux	96-Well Plate	CLSI	2024-04-11T13:50:32Z
SAMN40930654	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT002136316.1	levofloxacin	susceptible	==	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-04-11T13:50:32Z
SAMN40930633	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT002136320.1	levofloxacin	susceptible	<=	0.12		Vitek	Biomérieux	96-Well Plate	CLSI	2024-04-11T13:50:33Z
SAMN40930632	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT002136331.1	levofloxacin	resistant	==	4.0		Vitek	Biomérieux	96-Well Plate	CLSI	2024-04-11T13:50:37Z
SAMN40930631	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT002136332.1	levofloxacin	susceptible	<=	0.12		Vitek	Biomérieux	96-Well Plate	CLSI	2024-04-11T13:50:37Z
SAMN38637761	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002137351.1	oxacillin	resistant	>	2.0		Phoenix	Becton Dickinson		CLSI	2024-04-10T08:21:15Z
SAMN38637762	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002137352.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-04-10T08:36:54Z
SAMN38637760	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002137353.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-04-10T10:44:17Z
SAMN38637637	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002138403.1	rifampin	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-04-14T10:07:34Z
SAMN38637745	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002138404.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-04-14T10:28:35Z
SAMN38637644	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002138405.1	rifampin	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-04-14T10:44:10Z
SAMN38637763	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002138406.1	rifampin	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-04-14T10:59:50Z
SAMN38637730	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002138407.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-04-14T11:44:17Z
SAMN38637738	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002138408.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-04-14T12:09:57Z
SAMN38637733	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002138409.1	rifampin	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-04-14T12:25:30Z
SAMN38637679	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002138410.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-04-14T12:42:44Z
SAMN38637731	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002138411.1	rifampin	susceptible	<	0.5		Phoenix	Becton Dickinson		CLSI	2024-04-14T12:58:21Z
SAMN38637744	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002138413.1	rifampin	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-04-14T13:44:48Z
SAMN38637636	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002138414.1	rifampin	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-04-14T14:00:26Z
SAMN38637748	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002140413.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-04-15T11:13:51Z
SAMN38637740	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002140414.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-04-15T11:29:33Z
SAMN38637750	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002140415.1	rifampin	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-04-15T11:45:12Z
SAMN38637645	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002140416.1	rifampin	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-04-15T13:48:47Z
SAMN38637756	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002143987.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-04-21T08:52:22Z
SAMN38637681	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002143988.1	rifampin	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-04-21T09:07:58Z
SAMN38637704	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002143989.1	rifampin	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-04-21T09:40:58Z
SAMN38637751	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002143990.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-04-21T09:57:16Z
SAMN38637752	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002143991.1	rifampin	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-04-21T10:12:55Z
SAMN38637753	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002143992.1	rifampin	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-04-21T10:28:32Z
SAMN38637754	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002143993.1	rifampin	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-04-21T10:44:16Z
SAMN38637755	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002143994.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-04-21T10:59:54Z
SAMN38637757	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002143995.1	trimethoprim-sulfamethoxazole	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-04-21T11:15:38Z
SAMN38637782	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002143996.1	rifampin	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-04-21T11:31:14Z
SAMN38637781	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002143997.1	rifampin	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-04-21T11:46:56Z
SAMN38637759	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002144301.1	rifampin	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-04-22T11:46:37Z
SAMN38637742	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT002146331.1	rifampin	susceptible	<=	0.5		Phoenix	Becton Dickinson		CLSI	2024-04-24T17:30:13Z
SAMN41091881	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT002147341.1	levofloxacin	susceptible	==	0.25		Vitek	Biomérieux	96-Well Plate	CLSI	2024-04-26T14:53:50Z
SAMN41091880	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT002147342.1	levofloxacin	susceptible	==	0.25		Vitek	Biomérieux	96-Well Plate	CLSI	2024-04-26T14:53:51Z
SAMN41091879	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT002147344.1	levofloxacin	susceptible	==	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-04-26T14:53:52Z
SAMN41091878	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT002147345.1	levofloxacin	susceptible	==	0.25		Vitek	Biomérieux	96-Well Plate	CLSI	2024-04-26T14:53:53Z
SAMN41091877	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT002147346.1	levofloxacin	susceptible	==	0.5		Vitek	Biomérieux	96-Well Plate	CLSI	2024-04-26T14:53:54Z
SAMN41091876	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT002147347.1	levofloxacin	susceptible	==	0.25		Vitek	Biomérieux	96-Well Plate	CLSI	2024-04-26T14:53:54Z
SAMN41091875	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT002147348.1	levofloxacin	susceptible	<=	0.12		Vitek	Biomérieux	96-Well Plate	CLSI	2024-04-26T14:53:54Z
SAMN41091874	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal perirectal swab	PDT002147349.1	levofloxacin	susceptible	<=	0.12		Vitek	Biomérieux	96-Well Plate	CLSI	2024-04-26T14:53:54Z
