ERS	Isolate	ERR	BioSample	BioProject	Sequecning Status	Year	CTZ	CTX	AMP	AMX	AMC	TZP	CXM	CET	GEN	TBM	TMP	CIP
ERS357967	11679_4#72	ERR435171	SAMEA2205456	PRJEB4681	Previously sequenced	2009	S	S		R	S	S	R		S			S
ERS357968	11658_4#81	ERR434723	SAMEA2205457	PRJEB4681	Previously sequenced	2009	R	R		R	R	S	R		S			R
ERS357969	11657_7#82	ERR434532	SAMEA2205458	PRJEB4681	Previously sequenced	2009	S	S		R	R	S	R		S			S
ERS357970	11679_5#67	ERR435262	SAMEA2205459	PRJEB4681	Previously sequenced	2009	S	S		R	S	S	S		S			S
ERS357971	11679_7#69	ERR435456	SAMEA2205460	PRJEB4681	Previously sequenced	2009	S	S		S	S	S	S		S			S
ERS357972	11658_5#94	ERR434832	SAMEA2205461	PRJEB4681	Previously sequenced	2009	S	S		R	R	S	S		S			S
ERS357973	11658_7#77	ERR435007	SAMEA2205462	PRJEB4681	Previously sequenced	2009	S	S		R	S	S	S		S			S
ERS357974	11657_6#73	ERR434427	SAMEA2205463	PRJEB4681	Previously sequenced	2009	S	S		S	S	S	S		S			S
ERS357975	11657_7#83	ERR434533	SAMEA2205464	PRJEB4681	Previously sequenced	2009	S	S		R	S	S	R		S			S
ERS357976	11658_3#70	ERR434616	SAMEA2205465	PRJEB4681	Previously sequenced	2010	S	S		S	S	S	S		S			S
ERS357977	11679_8#73	ERR435555	SAMEA2205466	PRJEB4681	Previously sequenced	2010	S	S		R	S	S	S		S			S
ERS357978	11658_4#82	ERR434724	SAMEA2205467	PRJEB4681	Previously sequenced	2010	S	S		R	R	S	S		S			S
ERS357979	11791_6#32	ERR439658	SAMEA2205468	PRJEB4681	Previously sequenced	2009	S	S		R	R	S	S		S			S
ERS357980	11657_6#74	ERR434428	SAMEA2205469	PRJEB4681	Previously sequenced	2010	S	S		S	S	S	S		S			S
ERS357981	11658_4#83	ERR434725	SAMEA2205470	PRJEB4681	Previously sequenced	2010	S	S		R	S	S	S		S			S
ERS357982	11679_6#73	ERR435364	SAMEA2205471	PRJEB4681	Previously sequenced	2010	S	S		R	S	S	S		S			S
ERS357983	11658_3#71	ERR434617	SAMEA2205472	PRJEB4681	Previously sequenced	2010	S	S		S	S	S	S		S			S
ERS357984	11658_4#84	ERR434726	SAMEA2205473	PRJEB4681	Previously sequenced	2010	S	S		S	S	S	S		S			S
ERS357985	11679_4#73	ERR435172	SAMEA2205474	PRJEB4681	Previously sequenced	2010	S	S		R	R	R	S		S			S
ERS357986	11679_5#68	ERR435263	SAMEA2205475	PRJEB4681	Previously sequenced	2010	R	R		R	R	S	R		R			R
ERS357987	11657_6#75	ERR434429	SAMEA2205476	PRJEB4681	Previously sequenced	2009	S	S		S	S	S	S		S			S
ERS357988	11658_4#85	ERR434727	SAMEA2205477	PRJEB4681	Previously sequenced	2010	S	S		R	S	S	S		R			R
ERS357989	11657_5#78	ERR434336	SAMEA2205478	PRJEB4681	Previously sequenced	2010	S	S		R	R	S	R		S			S
ERS357990	11679_8#74	ERR435556	SAMEA2205479	PRJEB4681	Previously sequenced	2010	S	S		S	S	S	S		S			S
ERS357991	11791_6#33	ERR439659	SAMEA2205480	PRJEB4681	Previously sequenced	2010	S	S		R	S	S	S		R			R
ERS357992	11658_7#78	ERR435008	SAMEA2205481	PRJEB4681	Previously sequenced	2010	I	R		R	R	R	R		S			R
ERS357993	11657_5#79	ERR434337	SAMEA2205482	PRJEB4681	Previously sequenced	2010	S	S		R	R	S	S		S			S
ERS357994	11658_3#72	ERR434618	SAMEA2205483	PRJEB4681	Previously sequenced	2010	S	S		R	S	S	S		S			S
ERS357995	11658_4#86	ERR434728	SAMEA2205484	PRJEB4681	Previously sequenced	2010	S	S		S	S	S	S		S			S
ERS357996	11658_5#95	ERR434833	SAMEA2205485	PRJEB4681	Previously sequenced	2010	S	S		S	S	S	S		S			S
ERS357997	11658_7#79	ERR435009	SAMEA2205486	PRJEB4681	Previously sequenced	2010	S	S		S	S	S	S		S			S
ERS357998	11679_5#69	ERR435264	SAMEA2205487	PRJEB4681	Previously sequenced	2010	S	S		S	R	S	S		S			S
ERS357999	11679_7#70	ERR435457	SAMEA2205488	PRJEB4681	Previously sequenced	2010	S	S		R	R	S	R		S			R
ERS358000	11657_6#76	ERR434430	SAMEA2205489	PRJEB4681	Previously sequenced	2010	S	S		S	S	S	S		S			S
ERS358001	11679_7#71	ERR435458	SAMEA2205490	PRJEB4681	Previously sequenced	2010	S	S		S	S	S	R		S			S
ERS358002	11657_6#77	ERR434431	SAMEA2205491	PRJEB4681	Previously sequenced	2010	S	S		S	S	S	S		S			S
ERS358003	11657_7#84	ERR434534	SAMEA2205492	PRJEB4681	Previously sequenced	2010	S	S		R	S	S	S		S			S
ERS358004	11658_7#80	ERR435010	SAMEA2205493	PRJEB4681	Previously sequenced	2010	S	S		R	R	S	S		S			S
ERS358005	11657_5#80	ERR434338	SAMEA2205494	PRJEB4681	Previously sequenced	2010	S	S		R	R	S	R		R			R
ERS358006	11679_5#70	ERR435265	SAMEA2205495	PRJEB4681	Previously sequenced	2010	S	S		S	S	S	S		S			S
ERS358007	11658_3#73	ERR434619	SAMEA2205496	PRJEB4681	Previously sequenced	2010	S	S		S	S	S	R		S			S
ERS358008	11679_4#74	ERR435173	SAMEA2205497	PRJEB4681	Previously sequenced	2010	S	S		R	R	S	S		S			S
ERS358009	11657_7#85	ERR434535	SAMEA2205498	PRJEB4681	Previously sequenced	2010	S	S		R	S	S	S		S			S
ERS358010	11658_3#74	ERR434620	SAMEA2205499	PRJEB4681	Previously sequenced	2010	S	S		R	R	R	R		S			R
ERS358011	11657_5#81	ERR434339	SAMEA2205500	PRJEB4681	Previously sequenced	2010	S	S		S	S	S	S		S			S
ERS358012	11791_7#65	ERR439727	SAMEA2205501	PRJEB4681	Previously sequenced	2009	S	S		R	R	S	S		S			S
ERS358013	11658_7#81	ERR435011	SAMEA2205502	PRJEB4681	Previously sequenced	2010	S	S		S	S	S	S		S			S
ERS358014	11679_5#71	ERR435266	SAMEA2205503	PRJEB4681	Previously sequenced	2010	S	S		R	S	S	S		S			S
ERS358015	11679_5#72	ERR435267	SAMEA2205504	PRJEB4681	Previously sequenced	2010	S	S		R	S	S	S		S			S
ERS358016	11658_4#87	ERR434729	SAMEA2205505	PRJEB4681	Previously sequenced	2010	S	S		R	S	S	S		S			S
ERS358017	11791_6#34	ERR439660	SAMEA2205506	PRJEB4681	Previously sequenced	2010	S	S		R	S	S	S		S			S
ERS358018	11657_7#86	ERR434536	SAMEA2205507	PRJEB4681	Previously sequenced	2010	S	S		R	S	S	S		S			S
ERS358019	11658_4#88	ERR434730	SAMEA2205508	PRJEB4681	Previously sequenced	2010	S	S		R	S	S	S		S			S
ERS358020	11658_8#95	ERR435098	SAMEA2205509	PRJEB4681	Previously sequenced	2010	S	S		R	S	S	S		S			S
ERS358021	11658_8#96	ERR435099	SAMEA2205510	PRJEB4681	Previously sequenced	2009	S	S		R	S	S	S		S			S
ERS358022	11679_6#74	ERR435365	SAMEA2205511	PRJEB4681	Previously sequenced	2010	S	S		R	S	S	S		S			S
ERS358023	11679_4#75	ERR435174	SAMEA2205512	PRJEB4681	Previously sequenced	2010	S	S		R	R	S	S		S			S
ERS358024	11658_7#82	ERR435012	SAMEA2205513	PRJEB4681	Previously sequenced	2010	S	S		S	S	S	S		S			S
ERS358025	11657_6#78	ERR434432	SAMEA2205514	PRJEB4681	Previously sequenced	2010	S	S		R	R	S	R		S			S
ERS358026	11657_6#79	ERR434433	SAMEA2205515	PRJEB4681	Previously sequenced	2010	S	S		S	S	S	S		S			S
ERS358027	11658_7#83	ERR435013	SAMEA2205516	PRJEB4681	Previously sequenced	2009	S	S		R	S	S	S		S			S
ERS358028	11791_7#66	ERR439728	SAMEA2205517	PRJEB4681	Previously sequenced	2010	S	S		R	R	R	S		R			R
ERS358029	11657_5#82	ERR434340	SAMEA2205518	PRJEB4681	Previously sequenced	2009	S	S		R	R	S	S		S			S
ERS358030	11791_6#35	ERR439661	SAMEA2205519	PRJEB4681	Previously sequenced	2009	S	S		R	R	S	R		S			S
ERS358031	11679_4#76	ERR435175	SAMEA2205520	PRJEB4681	Previously sequenced	2010	S	S		R	S	S	S		S			S
ERS358032	11658_4#89	ERR434731	SAMEA2205521	PRJEB4681	Previously sequenced	2009	S	S		S	S	S	S		S			S
ERS358033	11657_5#83	ERR434341	SAMEA2205522	PRJEB4681	Previously sequenced	2009	S	S		S	S	S	S		S			S
ERS358034	11658_6#94	ERR434928	SAMEA2205523	PRJEB4681	Previously sequenced	2010	S	S		S	S	S	S		S			S
ERS358035	11791_7#67	ERR439729	SAMEA2205524	PRJEB4681	Previously sequenced	2010	S	S		R	S	S	R		S			S
ERS358036	11657_5#84	ERR434342	SAMEA2205525	PRJEB4681	Previously sequenced	2010	S	S		S	S	S	S		S			S
ERS358037	11679_4#77	ERR435176	SAMEA2205526	PRJEB4681	Previously sequenced	2010	S	S		R	R	R	S		S			S
ERS358038	11679_5#73	ERR435268	SAMEA2205527	PRJEB4681	Previously sequenced	2010	S	S		R	S	S	S		S			S
ERS358039	11657_6#80	ERR434434	SAMEA2205528	PRJEB4681	Previously sequenced	2010	S	S		S	S	S	S		S			S
ERS358040	11679_5#74	ERR435269	SAMEA2205529	PRJEB4681	Previously sequenced	2010	S	S		S	S	S	S		S			S
ERS358041	11679_4#78	ERR435177	SAMEA2205530	PRJEB4681	Previously sequenced	2010	S	S		S	S	S	S		S			S
ERS358042	11658_3#75	ERR434621	SAMEA2205531	PRJEB4681	Previously sequenced	2010	S	S		S	S	S	S		S			S
ERS358043	11679_8#75	ERR435557	SAMEA2205532	PRJEB4681	Previously sequenced	2010	S	S		R	R	S	S		I			R
ERS358044	11658_3#76	ERR434622	SAMEA2205533	PRJEB4681	Previously sequenced	2010	S	S		R	S	S	S		S			S
ERS358045	11679_6#75	ERR435366	SAMEA2205534	PRJEB4681	Previously sequenced	2010	S	S		R	S	S	S		S			S
ERS358046	11679_8#76	ERR435558	SAMEA2205535	PRJEB4681	Previously sequenced	2010	S	S		R	S	S	R		S			S
ERS358047	11679_5#75	ERR435270	SAMEA2205536	PRJEB4681	Previously sequenced	2010	S	S		R	S	S	S		S			S
ERS358048	11679_7#72	ERR435459	SAMEA2205537	PRJEB4681	Previously sequenced	2010	S	S		S	S	S	S		S			S
ERS358049	11658_6#95	ERR434929	SAMEA2205538	PRJEB4681	Previously sequenced	2010	S	S		R	S	S	S		S			S
ERS358050	11679_6#76	ERR435367	SAMEA2205539	PRJEB4681	Previously sequenced	2010	S	S		S	S	S	S		S			S
ERS358051	11679_8#77	ERR435559	SAMEA2205540	PRJEB4681	Previously sequenced	2010	S	S		S	S	S	S		S			S
ERS358052	11657_7#87	ERR434537	SAMEA2205541	PRJEB4681	Previously sequenced	2010	S	S		R	R	S	S		S			S
ERS358053	11679_7#73	ERR435460	SAMEA2205542	PRJEB4681	Previously sequenced	2010	S	S		S	S	S	S		S			S
ERS358054	11679_7#74	ERR435461	SAMEA2205543	PRJEB4681	Previously sequenced	2010	S	S		R	S	S	S		S			S
ERS358055	11657_5#85	ERR434343	SAMEA2205544	PRJEB4681	Previously sequenced	2010	S	S		R	S	S	S		S			S
ERS358056	11679_6#77	ERR435368	SAMEA2205545	PRJEB4681	Previously sequenced	2010	S	S		R	S	S	S		S			S
ERS358057	11657_6#81	ERR434435	SAMEA2205546	PRJEB4681	Previously sequenced	2010	S	S		S	S	S	S		S			S
ERS358058	11679_7#75	ERR435462	SAMEA2205547	PRJEB4681	Previously sequenced	2010	S	S		R	R	S	S		S			S
ERS358059	11679_6#78	ERR435369	SAMEA2205548	PRJEB4681	Previously sequenced	2010	S	S		R	R	S	S		S			S
ERS358060	11658_3#77	ERR434623	SAMEA2205549	PRJEB4681	Previously sequenced	2010	S	S		R	S	S	S		S			S
ERS358061	11657_6#82	ERR434436	SAMEA2205550	PRJEB4681	Previously sequenced	2011	S	S		R	S	S	S		S			S
ERS358062	11679_7#76	ERR435463	SAMEA2205551	PRJEB4681	Previously sequenced	2011	S	S		R	S	S	S		S			S
ERS358063	11658_3#78	ERR434624	SAMEA2205552	PRJEB4681	Previously sequenced	2011	S	S		R	S	S	S		R			S
ERS358064	11657_5#86	ERR434344	SAMEA2205553	PRJEB4681	Previously sequenced	2011	S	S		S	S	S	S		S			S
ERS358065	11657_6#83	ERR434437	SAMEA2205554	PRJEB4681	Previously sequenced	2010	S	S		S	S	S	R		S			S
ERS358066	11658_3#79	ERR434625	SAMEA2205555	PRJEB4681	Previously sequenced	2011	S	S		S	S	S	S		S			S
ERS358067	11679_7#77	ERR435464	SAMEA2205556	PRJEB4681	Previously sequenced	2011	S	S		R	R	S	S		R			R
ERS358068	11657_5#87	ERR434345	SAMEA2205557	PRJEB4681	Previously sequenced	2011	S	S		S	S	S	S		S			S
ERS358069	11657_6#84	ERR434438	SAMEA2205558	PRJEB4681	Previously sequenced	2011	S	S		S	S	S	S		S			S
ERS358070	11679_5#76	ERR435271	SAMEA2205559	PRJEB4681	Previously sequenced	2011	S	S		R	S	S	S		S			R
ERS358071	11657_5#88	ERR434346	SAMEA2205560	PRJEB4681	Previously sequenced	2011	S	S		R	S	S	S		S			S
ERS358072	11658_7#84	ERR435014	SAMEA2205561	PRJEB4681	Previously sequenced	2011	S	S		R	S	S	S		S			S
ERS358073	11657_5#89	ERR434347	SAMEA2205562	PRJEB4681	Previously sequenced	2011	R	R		R	R	S	R		S			R
ERS358074	11657_5#90	ERR434348	SAMEA2205563	PRJEB4681	Previously sequenced	2011	S	S		S	S	S	S		S			S
ERS358075	11679_4#79	ERR435178	SAMEA2205564	PRJEB4681	Previously sequenced	2011	S	S		R	S	S	S		S			S
ERS358076	11658_3#80	ERR434626	SAMEA2205565	PRJEB4681	Previously sequenced	2011	S	S		R	S	S	S		S			S
ERS358077	11657_7#88	ERR434538	SAMEA2205566	PRJEB4681	Previously sequenced	2011	S	S		S	S	S	S		S			S
ERS358078	11679_4#80	ERR435179	SAMEA2205567	PRJEB4681	Previously sequenced	2011	S	S		S	S	S	S		S			S
ERS358079	11791_7#68	ERR439730	SAMEA2205568	PRJEB4681	Previously sequenced	2011	S	S		S	S	S	S		S			S
ERS358080	11658_7#85	ERR435015	SAMEA2205569	PRJEB4681	Previously sequenced	2011	R	R		R	R	S	R		R			R
ERS358081	11657_5#91	ERR434349	SAMEA2205570	PRJEB4681	Previously sequenced	2011	S	S		S	S	S	S		S			S
ERS358082	11658_7#86	ERR435016	SAMEA2205571	PRJEB4681	Previously sequenced	2011	I	R		R	S	S	R		S			R
ERS358083	11658_3#81	ERR434627	SAMEA2205572	PRJEB4681	Previously sequenced	2011	S	S		S	S	S	S		S			S
ERS358084	11791_6#36	ERR439662	SAMEA2205573	PRJEB4681	Previously sequenced	2011	S	S		R	R	S	S		S			S
ERS358085	11679_8#78	ERR435560	SAMEA2205574	PRJEB4681	Previously sequenced	2011	S	S		S	S	S	S		S			S
ERS358086	11679_8#79	ERR435561	SAMEA2205575	PRJEB4681	Previously sequenced	2011	S	S		R	S	S	S		S			S
ERS358087	11679_5#77	ERR435272	SAMEA2205576	PRJEB4681	Previously sequenced	2011	S	S		R	R	S	S		S			S
ERS358088	11658_3#82	ERR434628	SAMEA2205577	PRJEB4681	Previously sequenced	2011	S	S		S	S	S	S		S			S
ERS358089	11679_8#80	ERR435562	SAMEA2205578	PRJEB4681	Previously sequenced	2011	I	I		R	R	S	R		S			S
ERS358090	11658_4#90	ERR434732	SAMEA2205579	PRJEB4681	Previously sequenced	2011	S	S		R	S	S	S		S			S
ERS358091	11679_7#78	ERR435465	SAMEA2205580	PRJEB4681	Previously sequenced	2011	S	S		S	S	S	S		S			S
ERS358092	11658_7#87	ERR435017	SAMEA2205581	PRJEB4681	Previously sequenced	2011	S	S		S	S	S	S		S			S
ERS358093	11679_6#79	ERR435370	SAMEA2205582	PRJEB4681	Previously sequenced	2011	S	S		R	S	S	S		S			S
ERS358094	11658_7#88	ERR435018	SAMEA2205583	PRJEB4681	Previously sequenced	2011	S	S		S	S	S	S		S			S
ERS358095	11791_3#66	ERR439598	SAMEA2205584	PRJEB4681	Previously sequenced	2011	S	S		R	S	S	S		S			S
ERS358096	11657_5#92	ERR434350	SAMEA2205585	PRJEB4681	Previously sequenced	2011	S	S		R	R	S	S		S			S
ERS358097	11658_3#83	ERR434629	SAMEA2205586	PRJEB4681	Previously sequenced	2011	S	S		S	S	S	S		S			S
ERS358098	11658_7#89	ERR435019	SAMEA2205587	PRJEB4681	Previously sequenced	2011	S	S		R	S	S	S		S			S
ERS358099	11679_6#80	ERR435371	SAMEA2205588	PRJEB4681	Previously sequenced	2011	S	S		S	S	S	S		S			S
ERS358100	11679_7#79	ERR435466	SAMEA2205589	PRJEB4681	Previously sequenced	2011	S	S		R	R	S	S		S			S
ERS358101	11658_4#91	ERR434733	SAMEA2205590	PRJEB4681	Previously sequenced	2011	S	S		S	S	S	S		S			S
ERS358102	11658_3#84	ERR434630	SAMEA2205591	PRJEB4681	Previously sequenced	2011	S	S		S	S	S	S		S			R
ERS358103	11657_6#85	ERR434439	SAMEA2205592	PRJEB4681	Previously sequenced	2011	S	S		R	S	S	S		S			S
ERS358104	11658_7#90	ERR435020	SAMEA2205593	PRJEB4681	Previously sequenced	2011	S	S		R	R	S	S		S			R
ERS358105	11791_7#69	ERR439731	SAMEA2205594	PRJEB4681	Previously sequenced	2011	S	S		S	S	S	S		S			S
ERS358106	11791_6#37	ERR439663	SAMEA2205595	PRJEB4681	Previously sequenced	2011	S	S		R	S	S	S		R			R
ERS358107	11679_7#80	ERR435467	SAMEA2205596	PRJEB4681	Previously sequenced	2011	S	S		S	S	S	S		S			S
ERS358108	11658_7#91	ERR435021	SAMEA2205597	PRJEB4681	Previously sequenced	2011	S	S		S	S	S	S		S			S
ERS358109	11657_6#86	ERR434440	SAMEA2205598	PRJEB4681	Previously sequenced	2011	S	S		R	S	S	S		S			S
ERS358110	11679_4#81	ERR435180	SAMEA2205599	PRJEB4681	Previously sequenced	2011	S	S		R	S	S	S		S			S
ERS358111	11658_4#92	ERR434734	SAMEA2205600	PRJEB4681	Previously sequenced	2010	S	S		R	R	S	S		S			R
ERS358112	11679_6#81	ERR435372	SAMEA2205601	PRJEB4681	Previously sequenced	2011	S	S		R	S	S	S		S			S
ERS358113	11658_7#92	ERR435022	SAMEA2205602	PRJEB4681	Previously sequenced	2011	S	S		R	R	S	S		S			S
ERS358114	11679_4#82	ERR435181	SAMEA2205603	PRJEB4681	Previously sequenced	2011	S	S		S	S	S	S		S			S
ERS358115	11658_7#93	ERR435023	SAMEA2205604	PRJEB4681	Previously sequenced	2011	R	R		R	R	S	R		S			R
ERS358116	11657_5#93	ERR434351	SAMEA2205605	PRJEB4681	Previously sequenced	2011	S	S		S	S	S	S		S			S
ERS358117	11658_7#94	ERR435024	SAMEA2205606	PRJEB4681	Previously sequenced	2011	S	S		S	S	S	S		S			S
ERS358118	11658_5#96	ERR434834	SAMEA2205607	PRJEB4681	Previously sequenced	2011	S	S		R	R	S	S		S			S
ERS358119	11679_5#78	ERR435273	SAMEA2205608	PRJEB4681	Previously sequenced	2011	S	S		R	S	S	S		S			S
ERS358120	11679_7#81	ERR435468	SAMEA2205609	PRJEB4681	Previously sequenced	2011	S	S		S	S	S	S		S			S
ERS358121	11679_4#83	ERR435182	SAMEA2205610	PRJEB4681	Previously sequenced	2011	S	S		R	S	S	S		S			S
ERS358122	11658_7#95	ERR435025	SAMEA2205611	PRJEB4681	Previously sequenced	2011	S	S		S	S	S	S		S			S
ERS358123	11657_6#87	ERR434441	SAMEA2205612	PRJEB4681	Previously sequenced	2011	S	S		R	S	S	S		S			S
ERS358124	11658_3#85	ERR434631	SAMEA2205613	PRJEB4681	Previously sequenced	2010	S	S		R	R	S	S		S			S
ERS358125	11679_5#79	ERR435274	SAMEA2205614	PRJEB4681	Previously sequenced	2011	S	S		R	S	S	S		S			S
ERS358126	11679_4#84	ERR435183	SAMEA2205615	PRJEB4681	Previously sequenced	2011	S	S		S	S	S	S		S			S
ERS358127	11658_4#93	ERR434735	SAMEA2205616	PRJEB4681	Previously sequenced	2011	S	S		R	S	S	S		R			S
ERS358128	11658_7#96	ERR435026	SAMEA2205617	PRJEB4681	Previously sequenced	2011	S	S		S	S	S	S		S			R
ERS358129	11658_6#96	ERR434930	SAMEA2205618	PRJEB4681	Previously sequenced	2011	R	I		R	R	S	R		S			R
ERS358130	11679_6#82	ERR435373	SAMEA2205619	PRJEB4681	Previously sequenced	2011	S	S		S	S	S	S		S			S
ERS358131	11658_4#94	ERR434736	SAMEA2205620	PRJEB4681	Previously sequenced	2004	S	S		S	S	S	S		S			S
ERS358132	11657_6#88	ERR434442	SAMEA2205621	PRJEB4681	Previously sequenced	2003	S	S		R	R	S	S		S			S
ERS358133	11791_3#67	ERR439599	SAMEA2205622	PRJEB4681	Previously sequenced	2003	S	S		S	S	S	S		S			S
ERS358134	11679_7#82	ERR435469	SAMEA2205623	PRJEB4681	Previously sequenced	2003	S	S		R	R	S	R		S			R
ERS358135	11679_4#85	ERR435184	SAMEA2205624	PRJEB4681	Previously sequenced	2003	S	S		R	S	S	S		S			S
ERS358136	11791_3#68	ERR439600	SAMEA2205625	PRJEB4681	Previously sequenced	2012	S	S	R		S	S	S	I	S	S	S	S
ERS358137	11658_3#86	ERR434632	SAMEA2205626	PRJEB4681	Previously sequenced	2011	S	S	R		S	S	S	I	S	S	S	R
ERS358138	11791_3#69	ERR439601	SAMEA2205627	PRJEB4681	Previously sequenced	2011	R	R	R		R	R	R	R	S	S	S	R
ERS358139	11679_5#80	ERR435275	SAMEA2205628	PRJEB4681	Previously sequenced	2005	S	S		R	R	S	S		S			S
ERS358140	11791_3#70	ERR439602	SAMEA2205629	PRJEB4681	Previously sequenced	2004	S	S		R	S	I	R		S			S
ERS358141	11791_3#71	ERR439603	SAMEA2205630	PRJEB4681	Previously sequenced	2004	S	S		S	S	I	S		S			S
ERS358142	11657_6#89	ERR434443	SAMEA2205631	PRJEB4681	Previously sequenced	2004	S	S		R	S	S	S		S			R
ERS358143	11679_5#81	ERR435276	SAMEA2205632	PRJEB4681	Previously sequenced	2004	S	S		S	S	S	S		S			S
ERS358144	11791_3#72	ERR439604	SAMEA2205633	PRJEB4681	Previously sequenced	2004	S	S		R	S	S	S		S			S
ERS358145	11679_6#83	ERR435374	SAMEA2205634	PRJEB4681	Previously sequenced	2004	S	R		R	R	R	R		S			R
ERS358146	11791_3#73	ERR439605	SAMEA2205635	PRJEB4681	Previously sequenced	2004	S	S		S	S	I	S		S			S
ERS358147	11658_3#87	ERR434633	SAMEA2205636	PRJEB4681	Previously sequenced	2005	S	S		S	S	S	S		S			S
ERS358148	11791_3#74	ERR439606	SAMEA2205637	PRJEB4681	Previously sequenced	2005	S	S		R	S	S	S		S			S
ERS358149	11679_5#82	ERR435277	SAMEA2205638	PRJEB4681	Previously sequenced	2005	S	S		S	S	S	S		S			S
ERS358150	11657_7#89	ERR434539	SAMEA2205639	PRJEB4681	Previously sequenced	2005	I	R		R	R	S	R		S			R
ERS358151	11791_3#75	ERR439607	SAMEA2205640	PRJEB4681	Previously sequenced	2005	S	S		R	R	S	S		S			S
ERS358152	11679_6#84	ERR435375	SAMEA2205641	PRJEB4681	Previously sequenced	2005	S	S		R	R	I	S		S			S
ERS358153	11679_8#81	ERR435563	SAMEA2205642	PRJEB4681	Previously sequenced	2005	S	S		S	S	S	S		S			S
ERS358154	11657_6#90	ERR434444	SAMEA2205643	PRJEB4681	Previously sequenced	2005	S	S		S	S	S	S		S			S
ERS358155	11679_5#83	ERR435278	SAMEA2205644	PRJEB4681	Previously sequenced	2007	S	S		R	S	S	S		S			S
ERS358156	11791_3#76	ERR439608	SAMEA2205645	PRJEB4681	Previously sequenced	2007	S	S		S	S	S	S		S			S
ERS358157	11679_6#85	ERR435376	SAMEA2205646	PRJEB4681	Previously sequenced	2007	S	S		R	R	S	S		S			S
ERS358158	11679_4#86	ERR435185	SAMEA2205647	PRJEB4681	Previously sequenced	2007	S	S		S	S	S	S		S			S
ERS358159	11679_8#82	ERR435564	SAMEA2205648	PRJEB4681	Previously sequenced	2007	S	S		R	S	S	S		S			S
ERS358160	11679_8#83	ERR435565	SAMEA2205649	PRJEB4681	Previously sequenced	2006	S	I		R	R	I	R		S			S
ERS358161	11679_6#86	ERR435377	SAMEA2205650	PRJEB4681	Previously sequenced	2006	S	S		R	S	S	S		S			S
ERS358162	11791_3#77	ERR439609	SAMEA2205651	PRJEB4681	Previously sequenced	2006	S	S		R	R	S	R		S			S
ERS358163	11679_4#87	ERR435186	SAMEA2205652	PRJEB4681	Previously sequenced	2008	S	S		R	S	S	S		S			S
ERS358164	11791_3#78	ERR439610	SAMEA2205653	PRJEB4681	Previously sequenced	2008	S	S		R	R	I	R		I			S
ERS358165	11679_8#84	ERR435566	SAMEA2205654	PRJEB4681	Previously sequenced	2008	S	S		R	R	S	S		S			S
ERS358166	11657_5#94	ERR434352	SAMEA2205655	PRJEB4681	Previously sequenced	2008	S	S		S	S	S	S		S			S
ERS358167	11657_6#91	ERR434445	SAMEA2205656	PRJEB4681	Previously sequenced	2008	I	R		R	R	I	R		S			R
ERS358168	11679_8#85	ERR435567	SAMEA2205657	PRJEB4681	Previously sequenced	2008	S	S		R	R	S	S		R			R
ERS358169	11679_8#86	ERR435568	SAMEA2205658	PRJEB4681	Previously sequenced	2007	S	S		S	S	S	S		S			S
ERS358170	11679_6#87	ERR435378	SAMEA2205659	PRJEB4681	Previously sequenced	2007	S	S		R	R	S	S		S			S
ERS358171	11658_3#88	ERR434634	SAMEA2205660	PRJEB4681	Previously sequenced	2009	S	S		R	R	S	S		S			S
ERS358172	11657_5#95	ERR434353	SAMEA2205661	PRJEB4681	Previously sequenced	2009	S	S		R	R	R	S		S			S
ERS358173	11791_3#79	ERR439611	SAMEA2205662	PRJEB4681	Previously sequenced	2009	S	S		S	S	S	S		S			S
ERS358174	11791_3#80	ERR439612	SAMEA2205663	PRJEB4681	Previously sequenced	2009	S	S		R	S	S	S		S			S
ERS358175	11679_4#88	ERR435187	SAMEA2205664	PRJEB4681	Previously sequenced	2009	S	S		S	S	S	S		S			S
ERS358176	11679_8#87	ERR435569	SAMEA2205665	PRJEB4681	Previously sequenced	2009	S	S		R	S	S	S		S			S
ERS358177	11679_7#83	ERR435470	SAMEA2205666	PRJEB4681	Previously sequenced	2009	S	S		R	S	S	S		R			S
ERS358178	11791_3#81	ERR439613	SAMEA2205667	PRJEB4681	Previously sequenced	2008	S	S		R	S	S	S		S			R
ERS358179	11791_6#38	ERR439664	SAMEA2205668	PRJEB4681	Previously sequenced	2011	S	S		S	S	S	S		S			S
ERS358180	11679_6#88	ERR435379	SAMEA2205669	PRJEB4681	Previously sequenced	2010	S	S		R	R	S	S		S			S
ERS358181	11679_8#88	ERR435570	SAMEA2205670	PRJEB4681	Previously sequenced	2010	S	S		R	S	S	S		S			S
ERS358182	11791_3#82	ERR439614	SAMEA2205671	PRJEB4681	Previously sequenced	2010	S	S		S	S	S	S		S			S
ERS358183	11791_3#83	ERR439615	SAMEA2205672	PRJEB4681	Previously sequenced	2009	S	S		S	S	S	S		S			R
ERS358184	11791_3#84	ERR439616	SAMEA2205673	PRJEB4681	Previously sequenced	2009	S	S		S	S	S	S		S			S
ERS358185	11679_7#84	ERR435471	SAMEA2205674	PRJEB4681	Previously sequenced	2009	S	S		S	S	S	R		S			S
ERS358186	11791_3#85	ERR439617	SAMEA2205675	PRJEB4681	Previously sequenced	2009	S	S		R	S	S	S		S			S
